STATEFP,COUNTYFP,reducetax,CO2limits,localofficials,governor,congress,president,corporations,citizens,regulate,supportRPS,drilloffshore,drillANWR,fundrenewables,rebates,mediaweekly,prienv,teachGW,happening,human,consensus,worried,personal,harmUS,devharm,futuregen,harmplants,timing,affectweather,PerCapitapersonalincome2018,GDP2018,PercentPopulationUnder18,PercentPopulationOver65,PercentNonwhite,PercentofPopulationBelowPovertyLevel,POPESTIMATE2019,UnemploymentRate,AgricultureforestryfishingandhuntingPCT,ConstructionPCT,HealthcareandsocialassistancePCT,Populationpersquaremile2010,TotalemploymentnumberofjobsUmp
02,130,0.59,0.65,0.41,0.32,0.5,0.53,0.58,0.58,0.51,0.53,0.48,0.4,0.62,0.57,0.74,0.68,0.62,0.63,0.53,0.59,0.53,0.47,0.61,0.65,0.64,0.68,0.56,0.63,0.21,0.0,0.53,0.2,0.34,0.16,0.0,0.3,0.12,0.16,0.19,0.0,0.0
02,150,0.59,0.64,0.44,0.33,0.53,0.51,0.58,0.57,0.47,0.51,0.48,0.41,0.62,0.57,0.74,0.71,0.61,0.64,0.54,0.6,0.57,0.54,0.67,0.68,0.65,0.7,0.61,0.66,0.19,0.0,0.63,0.1,0.48,0.14,0.0,0.26,0.09,0.33,0.21,0.0,0.0
02,158,0.65,0.63,0.49,0.39,0.53,0.54,0.53,0.51,0.42,0.5,0.44,0.36,0.52,0.48,0.44,0.76,0.61,0.61,0.56,0.52,0.63,0.71,0.78,0.76,0.68,0.73,0.67,0.59,0.05,0.0,0.99,0.03,1.0,0.75,0.0,1.0,0.14,0.17,0.24,,0.0
02,164,0.63,0.65,0.47,0.38,0.54,0.55,0.56,0.55,0.47,0.52,0.45,0.36,0.57,0.54,0.58,0.73,0.61,0.63,0.56,0.57,0.61,0.63,0.73,0.73,0.68,0.72,0.65,0.61,0.2,0.0,0.68,0.08,0.81,0.28,0.0,0.49,0.11,0.28,0.22,0.0,0.0
02,170,0.51,0.56,0.34,0.25,0.4,0.46,0.5,0.47,0.5,0.47,0.56,0.5,0.55,0.6,0.67,0.61,0.56,0.49,0.41,0.51,0.43,0.34,0.48,0.55,0.55,0.58,0.46,0.57,0.12,0.0,0.66,0.13,0.18,0.15,0.01,0.33,0.06,0.15,0.15,0.0,0.01
02,180,0.63,0.62,0.47,0.36,0.52,0.52,0.55,0.53,0.43,0.5,0.47,0.39,0.56,0.51,0.54,0.75,0.6,0.61,0.54,0.54,0.61,0.65,0.75,0.74,0.66,0.72,0.65,0.61,0.14,0.0,0.85,0.07,0.87,0.44,0.0,0.55,0.12,0.21,0.24,0.0,0.0
02,185,0.58,0.68,0.42,0.41,0.56,0.62,0.58,0.55,0.53,0.56,0.4,0.32,0.58,0.57,0.69,0.69,0.63,0.64,0.58,0.66,0.58,0.53,0.66,0.71,0.7,0.7,0.57,0.59,0.28,0.01,0.62,0.05,0.71,0.15,0.0,0.31,0.11,0.21,0.18,0.0,0.0
02,188,0.65,0.71,0.49,0.46,0.59,0.64,0.58,0.57,0.54,0.59,0.35,0.24,0.55,0.54,0.54,0.75,0.66,0.66,0.62,0.64,0.65,0.66,0.76,0.78,0.74,0.75,0.66,0.6,0.13,0.0,0.86,0.07,0.92,0.46,0.0,0.72,0.26,0.17,0.29,0.0,0.0
02,195,0.59,0.66,0.43,0.36,0.54,0.55,0.58,0.59,0.51,0.53,0.46,0.39,0.61,0.57,0.77,0.68,0.64,0.64,0.55,0.62,0.56,0.5,0.63,0.66,0.66,0.69,0.58,0.66,0.22,0.0,0.53,0.26,0.25,0.11,0.0,0.43,0.06,0.09,0.15,0.0,0.0
02,198,0.6,0.64,0.43,0.34,0.52,0.53,0.57,0.55,0.48,0.51,0.49,0.42,0.6,0.56,0.68,0.7,0.6,0.61,0.52,0.58,0.56,0.55,0.66,0.68,0.64,0.69,0.61,0.63,0.11,0.0,0.57,0.2,0.55,0.27,0.0,0.51,0.14,0.17,0.2,0.0,0.0
02,220,0.59,0.72,0.45,0.43,0.59,0.64,0.62,0.64,0.6,0.62,0.37,0.25,0.64,0.67,0.83,0.7,0.69,0.71,0.61,0.75,0.6,0.48,0.65,0.71,0.72,0.73,0.61,0.68,0.23,0.0,0.53,0.2,0.37,0.14,0.0,0.19,0.15,0.21,0.21,0.0,0.0
02,230,0.57,0.72,0.42,0.42,0.59,0.63,0.64,0.65,0.61,0.61,0.39,0.28,0.66,0.67,0.88,0.69,0.67,0.68,0.59,0.73,0.57,0.44,0.61,0.68,0.72,0.72,0.57,0.65,0.27,0.0,0.29,0.15,0.18,0.06,0.0,0.46,0.25,0.17,0.28,0.0,0.0
02,240,0.55,0.59,0.38,0.29,0.48,0.5,0.56,0.54,0.45,0.46,0.55,0.46,0.59,0.56,0.72,0.66,0.6,0.57,0.47,0.55,0.51,0.44,0.59,0.61,0.6,0.64,0.53,0.6,0.13,0.0,0.65,0.17,0.23,0.23,0.0,0.45,0.07,0.21,0.1,0.0,0.0
02,261,0.55,0.61,0.39,0.33,0.52,0.53,0.59,0.57,0.49,0.52,0.51,0.4,0.62,0.6,0.75,0.69,0.61,0.61,0.52,0.6,0.54,0.47,0.62,0.65,0.65,0.68,0.55,0.62,0.19,0.0,0.56,0.16,0.28,0.1,0.0,0.37,0.06,0.12,0.34,0.0,0.0
02,275,0.6,0.64,0.42,0.33,0.52,0.53,0.58,0.57,0.51,0.51,0.5,0.41,0.61,0.59,0.74,0.69,0.62,0.61,0.51,0.59,0.54,0.48,0.62,0.64,0.62,0.67,0.59,0.65,0.12,0.0,0.45,0.37,0.35,0.19,0.0,0.38,0.2,0.11,0.24,0.0,0.0
02,282,0.6,0.62,0.43,0.33,0.52,0.51,0.57,0.55,0.47,0.5,0.51,0.44,0.6,0.56,0.68,0.71,0.6,0.61,0.52,0.57,0.56,0.55,0.67,0.68,0.64,0.69,0.6,0.63,0.17,0.0,0.52,0.2,0.56,0.08,0.0,0.38,0.21,0.14,0.43,0.0,0.0
02,290,0.63,0.65,0.47,0.39,0.54,0.56,0.57,0.55,0.48,0.53,0.45,0.37,0.57,0.54,0.58,0.74,0.62,0.62,0.56,0.58,0.61,0.63,0.73,0.73,0.67,0.71,0.65,0.61,0.17,0.0,0.68,0.18,0.81,0.46,0.0,0.72,0.08,0.11,0.23,0.0,0.0
04,001,0.63,0.5,0.65,0.57,0.55,0.61,0.71,0.55,0.62,0.61,0.59,0.44,0.57,0.76,0.23,0.93,0.77,0.56,0.56,0.41,0.68,0.64,0.74,0.72,0.67,0.64,0.6,0.44,0.07,0.0,0.69,0.2,0.8,0.67,0.01,0.49,0.12,0.14,0.19,0.0,0.0
04,003,0.43,0.48,0.39,0.32,0.37,0.31,0.45,0.37,0.43,0.45,0.68,0.71,0.51,0.53,0.57,0.55,0.46,0.41,0.35,0.38,0.42,0.37,0.42,0.44,0.37,0.41,0.39,0.47,0.09,0.01,0.53,0.33,0.16,0.29,0.01,0.27,0.1,0.13,0.16,0.0,0.01
04,005,0.64,0.59,0.62,0.52,0.59,0.59,0.67,0.64,0.61,0.63,0.5,0.38,0.6,0.7,0.53,0.87,0.77,0.62,0.64,0.58,0.66,0.61,0.7,0.7,0.67,0.67,0.59,0.57,0.13,0.01,0.51,0.15,0.38,0.34,0.01,0.26,0.13,0.1,0.19,0.0,0.01
04,007,0.43,0.5,0.31,0.26,0.34,0.26,0.39,0.38,0.36,0.4,0.72,0.77,0.52,0.44,0.57,0.49,0.45,0.46,0.33,0.39,0.38,0.34,0.39,0.41,0.34,0.37,0.4,0.51,0.09,0.0,0.48,0.46,0.23,0.39,0.01,0.26,0.18,0.13,0.14,0.0,0.0
04,009,0.41,0.48,0.36,0.34,0.41,0.3,0.42,0.38,0.36,0.36,0.71,0.77,0.41,0.41,0.52,0.47,0.43,0.42,0.29,0.36,0.37,0.37,0.41,0.43,0.37,0.39,0.37,0.47,0.06,0.0,0.66,0.18,0.22,0.33,0.0,0.22,0.12,0.11,0.15,0.0,0.0
04,011,0.44,0.46,0.4,0.3,0.34,0.26,0.39,0.36,0.37,0.37,0.73,0.86,0.45,0.47,0.45,0.5,0.46,0.43,0.31,0.3,0.41,0.4,0.41,0.42,0.35,0.38,0.4,0.49,0.09,0.0,0.68,0.16,0.09,0.18,0.0,0.17,0.12,0.17,0.18,0.0,0.0
04,012,0.4,0.48,0.28,0.24,0.31,0.28,0.34,0.35,0.34,0.35,0.71,0.74,0.45,0.39,0.54,0.47,0.42,0.42,0.31,0.35,0.37,0.36,0.4,0.4,0.32,0.35,0.4,0.46,0.05,0.0,0.38,0.67,0.26,0.35,0.0,0.27,0.09,0.13,0.21,0.0,0.0
04,013,0.44,0.56,0.4,0.33,0.42,0.42,0.49,0.44,0.55,0.59,0.68,0.61,0.53,0.64,0.64,0.65,0.57,0.53,0.44,0.5,0.47,0.35,0.49,0.53,0.5,0.47,0.41,0.6,0.13,0.31,0.6,0.21,0.23,0.27,0.45,0.18,0.08,0.12,0.18,0.01,0.42
04,015,0.35,0.37,0.15,0.11,0.22,0.16,0.27,0.23,0.26,0.3,0.84,0.86,0.42,0.38,0.52,0.35,0.24,0.28,0.17,0.25,0.23,0.22,0.24,0.27,0.2,0.22,0.26,0.39,0.06,0.01,0.42,0.48,0.1,0.32,0.02,0.27,0.13,0.12,0.17,0.0,0.01
04,017,0.54,0.52,0.47,0.41,0.46,0.44,0.55,0.49,0.48,0.51,0.6,0.57,0.57,0.57,0.46,0.7,0.63,0.55,0.46,0.45,0.54,0.52,0.59,0.58,0.51,0.53,0.53,0.5,0.06,0.0,0.67,0.25,0.54,0.53,0.01,0.35,0.09,0.13,0.19,0.0,0.01
04,019,0.7,0.79,0.56,0.56,0.59,0.54,0.65,0.65,0.72,0.71,0.45,0.48,0.67,0.7,0.65,0.72,0.67,0.77,0.66,0.73,0.74,0.67,0.65,0.7,0.7,0.69,0.69,0.74,0.11,0.06,0.51,0.29,0.24,0.31,0.1,0.2,0.08,0.1,0.17,0.0,0.08
04,021,0.47,0.59,0.4,0.46,0.53,0.38,0.52,0.39,0.58,0.49,0.67,0.65,0.54,0.55,0.58,0.54,0.64,0.52,0.33,0.49,0.44,0.4,0.45,0.49,0.38,0.43,0.39,0.55,0.05,0.01,0.57,0.3,0.2,0.25,0.05,0.23,0.11,0.16,0.17,0.0,0.02
04,023,0.73,0.76,0.77,0.67,0.63,0.58,0.65,0.68,0.7,0.71,0.47,0.55,0.64,0.75,0.51,0.81,0.82,0.76,0.67,0.57,0.78,0.74,0.73,0.72,0.67,0.68,0.77,0.72,0.09,0.0,0.68,0.25,0.14,0.39,0.0,0.42,0.07,0.14,0.17,0.0,0.0
04,025,0.42,0.55,0.26,0.28,0.31,0.33,0.39,0.44,0.39,0.43,0.62,0.66,0.57,0.52,0.69,0.5,0.38,0.38,0.32,0.41,0.35,0.27,0.37,0.39,0.36,0.36,0.37,0.49,0.09,0.01,0.39,0.5,0.08,0.25,0.02,0.2,0.1,0.13,0.19,0.0,0.02
04,027,0.56,0.6,0.51,0.39,0.46,0.38,0.42,0.45,0.49,0.48,0.57,0.71,0.44,0.52,0.48,0.63,0.58,0.58,0.5,0.43,0.58,0.57,0.55,0.56,0.46,0.49,0.57,0.62,0.07,0.01,0.62,0.28,0.28,0.34,0.02,0.84,0.07,0.14,0.2,0.0,0.01
05,001,0.46,0.56,0.38,0.38,0.36,0.39,0.33,0.35,0.38,0.41,0.64,0.51,0.35,0.41,0.39,0.34,0.5,0.43,0.29,0.35,0.34,0.28,0.35,0.45,0.44,0.44,0.41,0.45,0.11,0.0,0.54,0.29,0.29,0.37,0.0,0.12,0.16,0.19,0.15,0.0,0.0
05,003,0.4,0.44,0.33,0.27,0.27,0.25,0.27,0.26,0.28,0.32,0.78,0.7,0.25,0.37,0.32,0.28,0.38,0.36,0.19,0.19,0.27,0.24,0.28,0.36,0.31,0.33,0.34,0.41,0.07,0.0,0.55,0.3,0.29,0.38,0.0,0.25,0.19,0.17,0.12,0.0,0.0
05,005,0.31,0.41,0.18,0.2,0.25,0.22,0.27,0.22,0.24,0.26,0.82,0.73,0.33,0.38,0.47,0.19,0.3,0.36,0.17,0.22,0.17,0.1,0.19,0.34,0.35,0.34,0.25,0.4,0.08,0.0,0.4,0.53,0.04,0.2,0.0,0.18,0.19,0.16,0.18,0.0,0.0
05,007,0.38,0.5,0.29,0.25,0.36,0.31,0.34,0.37,0.32,0.37,0.68,0.61,0.33,0.42,0.48,0.32,0.45,0.41,0.31,0.31,0.36,0.19,0.29,0.43,0.46,0.45,0.29,0.47,0.3,0.02,0.65,0.18,0.12,0.16,0.03,0.1,0.1,0.11,0.16,0.0,0.03
05,009,0.3,0.4,0.15,0.16,0.19,0.16,0.22,0.2,0.18,0.19,0.79,0.72,0.21,0.26,0.43,0.16,0.22,0.29,0.15,0.2,0.2,0.1,0.17,0.29,0.3,0.3,0.21,0.33,0.08,0.0,0.54,0.32,0.04,0.27,0.0,0.13,0.13,0.16,0.22,0.0,0.0
05,011,0.51,0.55,0.47,0.39,0.38,0.36,0.35,0.37,0.34,0.4,0.67,0.58,0.36,0.39,0.35,0.41,0.54,0.45,0.31,0.31,0.4,0.4,0.44,0.5,0.44,0.48,0.5,0.5,0.09,0.0,0.56,0.29,0.39,0.48,0.0,0.18,0.17,0.19,0.15,0.0,0.0
05,013,0.35,0.37,0.28,0.22,0.19,0.2,0.19,0.16,0.21,0.26,0.82,0.77,0.2,0.31,0.25,0.24,0.32,0.25,0.13,0.15,0.2,0.17,0.21,0.31,0.27,0.28,0.26,0.34,0.07,0.0,0.45,0.34,0.25,0.34,0.0,0.2,0.13,0.12,0.1,0.0,0.0
05,015,0.44,0.52,0.29,0.27,0.31,0.31,0.32,0.32,0.34,0.36,0.72,0.62,0.37,0.43,0.47,0.32,0.4,0.36,0.3,0.3,0.31,0.23,0.31,0.43,0.43,0.42,0.34,0.43,0.06,0.0,0.53,0.35,0.08,0.27,0.0,0.13,0.12,0.13,0.21,0.0,0.0
05,017,0.63,0.66,0.7,0.62,0.5,0.52,0.49,0.45,0.53,0.58,0.57,0.47,0.44,0.57,0.22,0.56,0.73,0.55,0.38,0.37,0.51,0.51,0.53,0.6,0.54,0.57,0.65,0.59,0.08,0.0,0.53,0.31,0.59,0.51,0.0,0.33,0.18,0.27,0.16,0.0,0.0
05,019,0.56,0.59,0.47,0.4,0.4,0.37,0.39,0.41,0.39,0.45,0.6,0.49,0.42,0.49,0.38,0.46,0.57,0.51,0.39,0.38,0.43,0.37,0.44,0.54,0.52,0.54,0.47,0.52,0.08,0.0,0.45,0.24,0.29,0.33,0.0,0.17,0.17,0.11,0.24,0.0,0.0
05,021,0.45,0.49,0.28,0.25,0.33,0.26,0.32,0.26,0.31,0.33,0.75,0.7,0.27,0.4,0.41,0.28,0.4,0.35,0.2,0.26,0.26,0.19,0.24,0.34,0.38,0.39,0.32,0.42,0.07,0.0,0.52,0.34,0.04,0.4,0.0,0.23,0.14,0.18,0.21,0.0,0.0
05,023,0.28,0.39,0.13,0.12,0.15,0.15,0.19,0.18,0.15,0.21,0.83,0.76,0.26,0.24,0.44,0.16,0.21,0.25,0.14,0.17,0.16,0.11,0.18,0.29,0.28,0.29,0.21,0.34,0.08,0.0,0.45,0.44,0.03,0.26,0.0,0.2,0.14,0.17,0.15,0.0,0.0
05,025,0.32,0.39,0.19,0.15,0.17,0.16,0.17,0.16,0.18,0.22,0.82,0.76,0.23,0.28,0.37,0.18,0.25,0.25,0.14,0.18,0.17,0.13,0.18,0.29,0.27,0.28,0.22,0.35,0.09,0.0,0.54,0.31,0.14,0.34,0.0,0.17,0.17,0.17,0.23,0.0,0.0
05,027,0.45,0.48,0.41,0.34,0.3,0.28,0.27,0.27,0.28,0.36,0.7,0.62,0.29,0.38,0.26,0.35,0.45,0.38,0.23,0.25,0.31,0.29,0.32,0.43,0.38,0.4,0.38,0.44,0.09,0.0,0.5,0.26,0.41,0.42,0.0,0.2,0.24,0.13,0.17,0.0,0.0
05,029,0.46,0.57,0.33,0.37,0.35,0.4,0.35,0.34,0.44,0.45,0.64,0.5,0.36,0.48,0.43,0.33,0.47,0.43,0.32,0.37,0.33,0.21,0.29,0.44,0.47,0.43,0.34,0.43,0.08,0.0,0.55,0.29,0.15,0.33,0.0,0.19,0.07,0.14,0.16,0.0,0.0
05,031,0.42,0.55,0.3,0.31,0.3,0.33,0.27,0.29,0.38,0.41,0.63,0.52,0.29,0.42,0.45,0.31,0.48,0.39,0.31,0.37,0.34,0.21,0.32,0.45,0.49,0.46,0.34,0.43,0.08,0.01,0.6,0.19,0.21,0.31,0.01,0.11,0.12,0.13,0.19,0.0,0.01
05,033,0.3,0.36,0.14,0.12,0.17,0.15,0.22,0.19,0.19,0.21,0.8,0.76,0.24,0.3,0.39,0.16,0.24,0.26,0.16,0.19,0.16,0.11,0.15,0.29,0.31,0.27,0.19,0.33,0.06,0.0,0.6,0.24,0.11,0.29,0.01,0.14,0.13,0.2,0.18,0.0,0.0
05,035,0.64,0.63,0.68,0.61,0.55,0.53,0.51,0.5,0.47,0.56,0.56,0.46,0.42,0.57,0.25,0.57,0.68,0.58,0.4,0.34,0.5,0.49,0.54,0.6,0.55,0.58,0.6,0.54,0.08,0.0,0.67,0.18,0.57,0.42,0.0,0.19,0.11,0.23,0.22,0.0,0.0
05,037,0.43,0.51,0.35,0.32,0.3,0.31,0.27,0.28,0.3,0.34,0.69,0.61,0.28,0.35,0.35,0.31,0.43,0.4,0.24,0.29,0.3,0.27,0.32,0.4,0.38,0.39,0.38,0.43,0.07,0.0,0.58,0.28,0.27,0.31,0.0,0.19,0.13,0.16,0.14,0.0,0.0
05,039,0.57,0.57,0.53,0.45,0.42,0.39,0.39,0.4,0.4,0.44,0.67,0.56,0.39,0.45,0.29,0.45,0.6,0.48,0.31,0.31,0.42,0.43,0.46,0.51,0.45,0.5,0.56,0.53,0.07,0.0,0.55,0.33,0.47,0.19,0.0,0.22,0.16,0.18,0.17,0.0,0.0
05,041,0.61,0.59,0.63,0.51,0.45,0.42,0.41,0.4,0.44,0.5,0.64,0.57,0.39,0.51,0.22,0.5,0.64,0.51,0.33,0.31,0.46,0.46,0.47,0.53,0.46,0.5,0.6,0.56,0.08,0.0,0.62,0.27,0.54,0.61,0.0,0.2,0.12,0.19,0.11,0.0,0.0
05,043,0.49,0.52,0.42,0.35,0.34,0.32,0.32,0.34,0.3,0.37,0.67,0.57,0.35,0.38,0.35,0.39,0.5,0.43,0.29,0.3,0.37,0.34,0.4,0.47,0.43,0.46,0.44,0.48,0.08,0.0,0.52,0.25,0.33,0.42,0.0,0.24,0.19,0.27,0.2,0.0,0.0
05,045,0.41,0.54,0.27,0.21,0.24,0.22,0.27,0.29,0.28,0.39,0.65,0.59,0.41,0.42,0.44,0.32,0.39,0.39,0.31,0.33,0.3,0.2,0.29,0.42,0.41,0.42,0.28,0.4,0.08,0.01,0.56,0.16,0.18,0.27,0.01,0.12,0.1,0.11,0.18,0.0,0.01
05,047,0.36,0.41,0.16,0.14,0.17,0.18,0.17,0.18,0.2,0.22,0.8,0.7,0.29,0.27,0.43,0.21,0.28,0.25,0.18,0.22,0.2,0.17,0.23,0.33,0.31,0.33,0.24,0.34,0.07,0.0,0.56,0.3,0.06,0.39,0.0,0.15,0.16,0.11,0.13,0.0,0.0
05,049,0.32,0.4,0.15,0.12,0.14,0.15,0.2,0.17,0.19,0.22,0.83,0.77,0.23,0.31,0.42,0.18,0.23,0.25,0.15,0.2,0.18,0.11,0.17,0.28,0.27,0.28,0.21,0.35,0.04,0.0,0.48,0.42,0.04,0.41,0.0,0.18,0.08,0.19,0.16,0.0,0.0
05,051,0.45,0.54,0.33,0.34,0.4,0.38,0.39,0.39,0.36,0.39,0.66,0.53,0.37,0.4,0.52,0.34,0.41,0.44,0.3,0.37,0.34,0.24,0.34,0.45,0.44,0.45,0.37,0.45,0.09,0.0,0.48,0.37,0.15,0.33,0.01,0.16,0.2,0.1,0.17,0.0,0.01
05,053,0.28,0.41,0.16,0.2,0.2,0.27,0.24,0.21,0.27,0.28,0.76,0.62,0.26,0.35,0.42,0.21,0.3,0.27,0.19,0.25,0.19,0.09,0.19,0.33,0.36,0.32,0.18,0.3,0.08,0.0,0.55,0.26,0.05,0.24,0.0,0.13,0.11,0.16,0.18,0.0,0.0
05,055,0.3,0.44,0.13,0.15,0.17,0.22,0.16,0.14,0.26,0.27,0.7,0.65,0.18,0.3,0.41,0.14,0.24,0.24,0.17,0.25,0.16,0.05,0.11,0.28,0.31,0.28,0.14,0.33,0.07,0.0,0.58,0.23,0.05,0.27,0.0,0.15,0.19,0.11,0.17,0.0,0.0
05,057,0.46,0.52,0.43,0.37,0.35,0.35,0.31,0.32,0.31,0.37,0.71,0.61,0.34,0.36,0.31,0.36,0.47,0.4,0.27,0.28,0.36,0.34,0.38,0.45,0.4,0.43,0.45,0.46,0.06,0.0,0.63,0.27,0.42,0.46,0.0,0.17,0.19,0.12,0.2,0.0,0.0
05,059,0.34,0.4,0.24,0.22,0.21,0.25,0.24,0.2,0.25,0.27,0.76,0.67,0.27,0.37,0.34,0.27,0.35,0.27,0.2,0.2,0.24,0.16,0.24,0.35,0.34,0.33,0.24,0.33,0.05,0.0,0.49,0.28,0.16,0.25,0.0,0.16,0.12,0.1,0.14,0.0,0.0
05,061,0.47,0.55,0.39,0.34,0.4,0.36,0.34,0.38,0.32,0.36,0.66,0.51,0.39,0.35,0.47,0.39,0.48,0.44,0.33,0.35,0.39,0.38,0.46,0.5,0.46,0.51,0.48,0.48,0.07,0.0,0.63,0.26,0.35,0.37,0.0,0.14,0.13,0.13,0.19,0.0,0.0
05,063,0.18,0.17,0.24,0.23,0.24,0.4,0.41,0.25,0.18,0.18,0.86,0.58,0.18,0.37,0.18,0.43,0.39,0.15,0.18,0.09,0.22,0.17,0.33,0.4,0.44,0.36,0.14,0.1,0.07,0.0,0.57,0.26,0.08,0.32,0.0,0.18,0.1,0.12,0.18,0.0,0.0
05,065,0.33,0.46,0.16,0.17,0.19,0.23,0.2,0.2,0.26,0.26,0.77,0.66,0.3,0.32,0.48,0.19,0.29,0.31,0.21,0.26,0.2,0.12,0.2,0.32,0.32,0.31,0.22,0.36,0.05,0.0,0.42,0.42,0.05,0.29,0.0,0.26,0.11,0.19,0.15,0.0,0.0
05,067,0.4,0.43,0.31,0.26,0.24,0.26,0.24,0.21,0.27,0.3,0.78,0.7,0.25,0.35,0.28,0.28,0.37,0.29,0.18,0.19,0.25,0.2,0.25,0.35,0.32,0.32,0.3,0.36,0.07,0.0,0.47,0.25,0.21,0.37,0.0,0.31,0.12,0.15,0.17,0.0,0.0
05,069,0.67,0.54,0.75,0.64,0.48,0.51,0.52,0.47,0.58,0.54,0.65,0.49,0.42,0.63,0.13,0.65,0.77,0.51,0.41,0.29,0.52,0.53,0.56,0.61,0.58,0.6,0.64,0.51,0.07,0.0,0.54,0.24,0.62,0.41,0.01,0.26,0.12,0.15,0.16,0.0,0.01
05,071,0.43,0.5,0.27,0.25,0.29,0.29,0.27,0.29,0.26,0.32,0.73,0.61,0.27,0.34,0.45,0.31,0.4,0.37,0.3,0.28,0.32,0.25,0.33,0.41,0.39,0.4,0.34,0.41,0.04,0.0,0.59,0.24,0.08,0.4,0.0,0.21,0.16,0.09,0.13,0.0,0.0
05,073,0.48,0.56,0.45,0.42,0.38,0.4,0.34,0.35,0.37,0.42,0.64,0.52,0.33,0.39,0.31,0.38,0.54,0.44,0.28,0.33,0.36,0.34,0.38,0.47,0.43,0.44,0.46,0.46,0.08,0.0,0.46,0.37,0.42,0.42,0.0,0.22,0.15,0.14,0.17,0.0,0.0
05,075,0.36,0.44,0.18,0.16,0.22,0.23,0.23,0.22,0.22,0.25,0.77,0.68,0.29,0.3,0.43,0.22,0.28,0.3,0.21,0.22,0.23,0.15,0.22,0.33,0.33,0.34,0.24,0.37,0.07,0.0,0.53,0.31,0.03,0.31,0.0,0.19,0.13,0.13,0.14,0.0,0.0
05,077,0.69,0.68,0.72,0.61,0.56,0.53,0.5,0.52,0.5,0.56,0.56,0.46,0.47,0.53,0.25,0.6,0.75,0.6,0.43,0.41,0.57,0.6,0.62,0.64,0.55,0.61,0.73,0.62,0.04,0.0,0.45,0.28,0.6,0.41,0.0,0.2,0.15,0.13,0.18,0.0,0.0
05,079,0.47,0.57,0.4,0.4,0.36,0.39,0.31,0.32,0.38,0.41,0.64,0.56,0.31,0.37,0.34,0.32,0.49,0.43,0.3,0.34,0.34,0.3,0.35,0.45,0.43,0.43,0.4,0.44,0.04,0.0,0.41,0.21,0.35,0.19,0.0,0.2,0.12,0.14,0.18,0.0,0.0
05,081,0.38,0.43,0.29,0.24,0.24,0.23,0.23,0.22,0.24,0.28,0.79,0.72,0.28,0.33,0.34,0.26,0.35,0.31,0.17,0.2,0.23,0.21,0.26,0.35,0.31,0.33,0.31,0.39,0.07,0.0,0.53,0.32,0.27,0.33,0.0,0.19,0.16,0.13,0.24,0.0,0.0
05,083,0.36,0.43,0.16,0.14,0.16,0.19,0.16,0.17,0.23,0.24,0.77,0.69,0.2,0.3,0.42,0.2,0.24,0.24,0.17,0.21,0.19,0.12,0.2,0.31,0.3,0.29,0.22,0.34,0.07,0.0,0.53,0.3,0.08,0.36,0.0,0.19,0.07,0.18,0.16,0.0,0.0
05,085,0.31,0.42,0.18,0.13,0.13,0.14,0.19,0.19,0.22,0.25,0.8,0.74,0.21,0.33,0.43,0.18,0.25,0.28,0.16,0.23,0.2,0.11,0.18,0.33,0.32,0.32,0.22,0.36,0.09,0.0,0.64,0.18,0.11,0.2,0.01,0.13,0.13,0.14,0.19,0.0,0.0
05,087,0.39,0.53,0.21,0.25,0.28,0.34,0.27,0.27,0.34,0.34,0.69,0.55,0.3,0.36,0.47,0.24,0.37,0.35,0.28,0.32,0.27,0.17,0.26,0.38,0.4,0.38,0.27,0.37,0.07,0.0,0.56,0.29,0.06,0.31,0.0,0.1,0.12,0.23,0.22,0.0,0.0
05,089,0.32,0.41,0.16,0.13,0.19,0.18,0.21,0.2,0.2,0.23,0.8,0.72,0.29,0.3,0.47,0.2,0.26,0.27,0.17,0.22,0.2,0.13,0.21,0.31,0.3,0.31,0.23,0.36,0.05,0.0,0.41,0.46,0.04,0.35,0.0,0.18,0.05,0.16,0.19,0.0,0.0
05,091,0.4,0.52,0.33,0.35,0.32,0.33,0.29,0.28,0.35,0.37,0.71,0.57,0.29,0.35,0.35,0.25,0.42,0.38,0.22,0.3,0.27,0.21,0.25,0.39,0.4,0.37,0.32,0.4,0.06,0.0,0.57,0.24,0.31,0.37,0.0,0.18,0.13,0.14,0.19,0.0,0.0
05,093,0.58,0.64,0.53,0.53,0.5,0.53,0.46,0.43,0.5,0.54,0.55,0.41,0.39,0.51,0.34,0.44,0.59,0.55,0.37,0.4,0.44,0.36,0.42,0.52,0.52,0.5,0.52,0.5,0.06,0.0,0.64,0.2,0.41,0.46,0.0,0.24,0.12,0.2,0.17,0.0,0.0
05,095,0.62,0.61,0.58,0.49,0.47,0.45,0.44,0.45,0.43,0.47,0.62,0.5,0.43,0.48,0.31,0.51,0.66,0.53,0.37,0.36,0.49,0.49,0.53,0.56,0.5,0.55,0.61,0.56,0.06,0.0,0.49,0.36,0.46,0.53,0.0,0.19,0.15,0.12,0.11,0.0,0.0
05,097,0.31,0.41,0.14,0.13,0.15,0.19,0.18,0.14,0.21,0.24,0.78,0.7,0.18,0.29,0.42,0.17,0.25,0.22,0.15,0.21,0.17,0.09,0.16,0.28,0.28,0.26,0.19,0.33,0.05,0.0,0.45,0.44,0.09,0.31,0.0,0.21,0.19,0.17,0.23,0.0,0.0
